,Classe,Chapeau,Surface Chapeau,Couleur Chapeau,bruises,Odeur,Lamelles,Espacement des lamelles,Taille des lamelles,Couleur des lamelles,Tige,Surface au dessus de anneau,Surface sous anneau,Couleur sur anneau,Couleur sous anneau,Couleur du voile,Nombre anneaux,Type anneau,Coleur des spores,Population,Habitat
1223,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1224,Comestible,Plat,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1225,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1226,Comestible,Convexe,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Gris,Rose,Blanc,1,Pendentif,Marron,Plusieurs,Bois
1227,Comestible,Convexe,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1228,Toxique,Convexe,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Herbes
1229,Comestible,Convexe,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Rose,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
1230,Comestible,Convexe,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1231,Toxique,Plat,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
1232,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1233,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1234,Comestible,Plat,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1235,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1236,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1237,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1238,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1239,Comestible,Convexe,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1240,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
1241,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1242,Toxique,Convexe,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
1243,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Urbains
1244,Comestible,Plat,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1245,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1246,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1247,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1248,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1249,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1250,Comestible,Convexe,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Gris,Rose,Blanc,1,Pendentif,Marron,Solitaire,Bois
1251,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
1252,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1253,Toxique,Plat,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Herbes
1254,Toxique,Plat,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
1255,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1256,Toxique,Plat,Lisse,Marron,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
1257,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1258,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1259,Toxique,Plat,Lisse,Marron,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Herbes
1260,Toxique,Plat,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Herbes
1261,Toxique,Plat,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Herbes
1262,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Herbes
1263,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1264,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Gris,Rose,Blanc,1,Pendentif,Marron,Plusieurs,Bois
1265,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1266,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1267,Toxique,Plat,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
1268,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1269,Comestible,Convexe,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
1270,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1271,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1272,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
1273,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1274,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1275,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Urbains
1276,Comestible,Convexe,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1277,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1278,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1279,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1280,Comestible,Cloche,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Prés
1281,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1282,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1283,Comestible,Convexe,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1284,Comestible,Convexe,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1285,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1286,Toxique,Convexe,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Urbains
1287,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1288,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Blanc,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
1289,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1290,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Black,Plusieurs,Bois
1291,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1292,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1293,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Herbes
1294,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Herbes
1295,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1296,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Gris,Rose,Blanc,1,Pendentif,Marron,Plusieurs,Bois
1297,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1298,Comestible,Convexe,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Blanc,Large,Lisse,Ecailleux,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Chemins
1299,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1300,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1301,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1302,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1303,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
1304,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1305,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1306,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1307,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1308,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1309,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1310,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1311,Comestible,Plat,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1312,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
1313,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1314,Comestible,Cloche,Ecailleux,Jaune,True,Anis,Libre,Proche,Large,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
1315,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1316,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1317,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Blanc,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
1318,Comestible,Cloche,Lisse,Jaune,True,Anis,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Prés
1319,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1320,Comestible,Plat,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Pendentif,Marron,Solitaire,Bois
1321,Toxique,Convexe,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Herbes
1322,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1323,Toxique,Plat,Ecailleux,Blanc,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Dispersé,Urbains
1324,Comestible,Convexe,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1325,Comestible,Plat,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1326,Comestible,Cloche,Lisse,Jaune,True,Anis,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Nombreuse,Herbes
1327,Comestible,Plat,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1328,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1329,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1330,Comestible,Convexe,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1331,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1332,Toxique,Plat,Lisse,Marron,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Herbes
1333,Comestible,Plat,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1334,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1335,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Rose,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
1336,Comestible,Convexe,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1337,Comestible,Convexe,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Pendentif,Marron,Solitaire,Bois
1338,Comestible,Convexe,Ecailleux,Jaune,True,Amande,Libre,Proche,Large,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Nombreuse,Herbes
1339,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1340,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1341,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1342,Toxique,Plat,Lisse,Blanc,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Urbains
1343,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Blanc,Gris,Blanc,1,Pendentif,Marron,Solitaire,Bois
1344,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1345,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1346,Toxique,Plat,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Noir,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Herbes
1347,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1348,Comestible,Convexe,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Gris,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
1349,Comestible,Convexe,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Pendentif,Marron,Plusieurs,Bois
1350,Comestible,Convexe,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Blanc,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
1351,Comestible,Plat,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1352,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
1353,Comestible,Plat,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1354,Comestible,Convexe,Lisse,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1355,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Chocolat,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1356,Comestible,Convexe,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1357,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1358,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1359,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Marron,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Dispersé,Herbes
1360,Comestible,Plat,Fibreux,Marron,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Marron,Abondante,Herbes
1361,Toxique,Plat,Ecailleux,Marron,True,Pinquante,Libre,Proche,Etroit,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Urbains
1362,Comestible,Plat,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Noir,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Black,Abondante,Herbes
1363,Comestible,Plat,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evanescent,Marron,Dispersé,Herbes
